suite_name,run_id,probe_index,step,curvature,score_covariance_mismatch,score_mean_gradient_mismatch,score_activation_stat_mismatch,threshold_covariance_mismatch,z_score_covariance_mismatch,triggered_covariance_mismatch,threshold_mean_gradient_mismatch,z_score_mean_gradient_mismatch,triggered_mean_gradient_mismatch,threshold_activation_stat_mismatch,z_score_activation_stat_mismatch,triggered_activation_stat_mismatch,symmetry_score,symmetry_threshold,symmetry_z_score,symmetry_triggered
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,0,15,21.158471112944788,0.002191297121783853,0.004673475626055529,0.00023434519951200065,0.008,-1.000000000000001,False,0.008,-1.0,False,0.008,-0.9999999999999988,False,0.002191297121783853,0.008,-1.000000000000001,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,1,30,21.158471112944788,0.0025592372050557825,0.004791851111054867,0.0002563546873107173,0.008,0.9999999999999988,False,0.008,1.0,False,0.008,1.0000000000000013,False,0.0025592372050557825,0.008,0.9999999999999988,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,2,45,21.158471112944788,0.0041792966517873,0.006503448157439941,0.00028078916840100824,0.008,9.806104691421716,False,0.008,29.918099831137255,False,0.008,3.2203589028287745,False,0.0041792966517873,0.008,9.806104691421716,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,3,60,21.158471112944788,0.0026797024221482703,0.0044507886743681245,0.00028002757632418,0.008,1.654808880952808,False,0.008,-4.762382923941561,False,0.008,3.151153105420566,False,0.0026797024221482703,0.008,1.654808880952808,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,4,75,21.158471112944788,0.0024843849252148874,0.006722307576384637,0.00028098313078131487,0.008,0.5931278855227359,False,0.008,33.61581509618425,False,0.008,3.237984245324745,False,0.0024843849252148874,0.008,0.5931278855227359,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,5,90,21.158471112944788,0.002589120082120533,0.0029576285756171897,0.0002901818347149408,0.008,1.1624333875179618,False,0.008,-29.989905307639255,False,0.008,4.073869570576366,False,0.002589120082120533,0.008,1.1624333875179618,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,6,105,21.158471112944788,0.002630484845232088,0.0039919395044236,0.000296406725543713,0.008,1.3872784913387606,False,0.008,-12.514818657524247,False,0.008,4.639524790334377,False,0.002630484845232088,0.008,1.3872784913387606,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,7,120,21.158471112944788,0.0029036263518628165,0.010846420238398581,0.000309025986710463,0.008,2.87198493702851,False,0.008,103.29430742991379,True,0.008,5.786235816248013,False,0.0029036263518628165,0.008,2.87198493702851,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,8,135,21.158471112944788,0.00313051596253552,0.0024371429403793306,0.0003157256633102841,0.008,4.105281449085983,False,0.008,-38.783713168122695,False,0.008,6.395034772506478,False,0.00313051596253552,0.008,4.105281449085983,False
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,9,150,21.158471112944788,0.0033832930417418117,0.004253726475416285,0.00032542072543417317,0.008,5.479293635844525,False,0.008,-8.09182565362401,False,0.008,7.276024117879103,False,0.0033832930417418117,0.008,5.479293635844525,False
