suite_name,run_id,step,update_norm,loss,running_mean_update_norm,drift_window_slope,drift_window_p_value,drift_window_effect,drift_window_triggered
main_paired_mlp,seed0_lr0.0200_scale0.75,1,0.024677692779595275,0.6192307391600166,0.024677692779595275,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,2,0.023802085329888426,0.5893236579461256,0.02423988905474185,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,3,0.022975178105788654,0.5614906671698252,0.02381831873842412,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,4,0.022193362838564556,0.535548506815873,0.02341207976345923,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,5,0.02145336218325749,0.5113333639093207,0.023020336247418883,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,6,0.020752193739762722,0.48869848057006027,0.022642312496142857,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,7,0.020087138546602108,0.4675120949858942,0.02227728764620846,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,8,0.019455713430250893,0.4476556638383567,0.021924590869213764,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,9,0.01885564668520241,0.42902232341805213,0.021196835107414658,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,10,0.01828485663758044,0.4115155537795594,0.02050718152087616,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,11,0.017741432710489637,0.395048016120118,0.019852963346463783,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,12,0.0172236186644577,0.3795405383673921,0.019231745324700424,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,13,0.016729797732950073,0.3649212279254823,0.018641299768411997,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,14,0.016258479412421777,0.35112469381144995,0.01807958547749438,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,15,0.015808287699868445,0.33809136314235383,0.01754472912165267,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,16,0.015377950599310977,0.3257668792059992,0.01703500876778518,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,17,0.014966290742895592,0.3141015702486376,0.01654883927499683,,,,
main_paired_mlp,seed0_lr0.0200_scale0.75,18,0.0145722169929794,0.3030499797055723,0.0160847593194217,,,,
