suite_name,run_id,step,update_norm,loss,running_mean_update_norm,drift_window_slope,drift_window_p_value,drift_window_effect,drift_window_triggered
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,1,0.026915732478304567,0.7743937419356629,0.026915732478304567,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,2,0.017010718010120253,0.6208227256017724,0.02196322524421241,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,3,0.01944790043287767,0.688939023321846,0.02112478364043416,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,4,0.02031149693473175,0.6280560531569591,0.02092146196400856,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,5,0.023659434918836594,0.7607623747779758,0.021469056554974168,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,6,0.015279009360954386,0.41039243151036686,0.020437382022637538,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,7,0.016549819730946297,0.5999137944784901,0.019882015980967362,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,8,0.01190002668111882,0.37741099790012894,0.01888426731848629,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,9,0.016515080733698492,0.5019080911492605,0.01862102436462098,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,10,0.0151807935416874,0.54312568903192,0.01827700128232762,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,11,0.013233700268609159,0.47167208811149736,0.01690879806135808,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,12,0.012456570947073382,0.3746892739416874,0.016453383355053395,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,13,0.015384935684596075,0.5126883859975515,0.016047086880225235,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,14,0.01358917147294307,0.402574974707992,0.015374854334046367,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,15,0.009997972190101054,0.31173662468520835,0.014008708061172815,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,16,0.012458287050399619,0.43153839616911954,0.013726635830117337,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,17,0.009580854559282755,0.3507744867520868,0.013029739312950983,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,18,0.011036678661611126,0.3824155239015775,0.012943404511000215,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,19,0.013342897402847363,0.31830381349982173,0.0126261861779151,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,20,0.011637491243107008,0.24963341947328538,0.012271855948057062,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,21,0.013491441677986363,0.4158129379775669,0.01229763008899478,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,22,0.00822700712255145,0.34259388392364776,0.011874673706542589,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,23,0.011806906000674027,0.3081883939902904,0.011516870738150383,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,24,0.01267523138415103,0.32514959711761254,0.011425476729271179,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,25,0.01175007967110583,0.31304098194611363,0.011600687477371658,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,26,0.008520347653423774,0.32953694213556695,0.011206893537674073,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,27,0.010011462364023123,0.32024694475593773,0.011249954318148108,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,28,0.008090663233399683,0.24064260912276184,0.010955352775326966,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,29,0.007890657377709541,0.24592011569713673,0.010410128772813183,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,30,0.008997552445287998,0.2660350581760542,0.01014613489303128,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,31,0.009071668528679307,0.25577614094543605,0.009704157578100576,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,32,0.009293246503692993,0.32367870792877906,0.009810781516214732,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,33,0.006008058648938808,0.20267580447847028,0.00923089678104121,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,34,0.007822063042939923,0.23776038142839823,0.008745579946920098,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,35,0.005913611477466555,0.18082087291647808,0.00816193312755617,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,36,0.007712723903523858,0.24647090569483066,0.008081170752566178,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,37,0.006758469635315278,0.20434847713591894,0.007755871479695395,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,38,0.007079046891045244,0.20155056090105047,0.00765470984545995,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,39,0.006673272548495226,0.14442868651332935,0.0075329713625385195,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,40,0.004822423581807928,0.21486074594687193,0.007115458476190511,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,41,0.007026415776669672,0.20775371329127623,0.006910933200989548,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,42,0.005770250988070154,0.1702061543902827,0.006558633649427265,,,,
main_paired_mlp_stochastic,seed0_lr0.0100_scale0.75,43,0.007340973466897022,0.24388670110118238,0.006691925131223087,,,,
